[1088] [!] FunName: NtReplyPort                                        ServiceID: 0126
[1088] [!] FunName: NtReplyWaitReceivePort                             ServiceID: 0127
[1088] [!] FunName: NtReplyWaitReceivePortEx                           ServiceID: 0128
[1088] [!] FunName: NtReplyWaitReplyPort                               ServiceID: 0129
[1088] [!] FunName: NtRequestPort                                      ServiceID: 012A
[1088] [!] FunName: NtRequestWaitReplyPort                             ServiceID: 012B
[1088] [!] FunName: NtResetEvent                                       ServiceID: 012C
[1088] [!] FunName: NtResetWriteWatch                                  ServiceID: 012D
[1088] [!] FunName: NtRestoreKey                                       ServiceID: 012E
[1088] [!] FunName: NtResumeProcess                                    ServiceID: 012F
[1088] [!] FunName: NtResumeThread                                     ServiceID: 0130
[1088] [!] FunName: NtRollbackComplete                                 ServiceID: 0131
[1088] [!] FunName: NtRollbackEnlistment                               ServiceID: 0132
[1088] [!] FunName: NtRollbackTransaction                              ServiceID: 0133
[1088] [!] FunName: NtRollforwardTransactionManager                    ServiceID: 0134
[1088] [!] FunName: NtSaveKey                                          ServiceID: 0135
[1088] [!] FunName: NtSaveKeyEx                                        ServiceID: 0136
[1088] [!] FunName: NtSaveMergedKeys                                   ServiceID: 0137
[1088] [!] FunName: NtSecureConnectPort                                ServiceID: 0138
[1088] [!] FunName: NtSerializeBoot                                    ServiceID: 0139
[1088] [!] FunName: NtSetBootEntryOrder                                ServiceID: 013A
[1088] [!] FunName: NtSetBootOptions                                   ServiceID: 013B
[1088] [!] FunName: NtSetContextThread                                 ServiceID: 013C
[1088] [!] FunName: NtSetDebugFilterState                              ServiceID: 013D
[1088] [!] FunName: NtSetDefaultHardErrorPort                          ServiceID: 013E
[1088] [!] FunName: NtSetDefaultLocale                                 ServiceID: 013F
[1088] [!] FunName: NtSetDefaultUILanguage                             ServiceID: 0140
[1088] [!] FunName: NtSetDriverEntryOrder                              ServiceID: 0141
[1088] [!] FunName: NtSetEaFile                                        ServiceID: 0142
[1088] [!] FunName: NtSetEvent                                         ServiceID: 0143
[1088] [!] FunName: NtSetEventBoostPriority                            ServiceID: 0144
[1088] [!] FunName: NtSetHighEventPair                                 ServiceID: 0145
[1088] [!] FunName: NtSetHighWaitLowEventPair                          ServiceID: 0146
[1088] [!] FunName: NtSetInformationDebugObject                        ServiceID: 0147
[1088] [!] FunName: NtSetInformationEnlistment                         ServiceID: 0148
[1088] [!] FunName: NtSetInformationFile                               ServiceID: 0149
[1088] [!] FunName: NtSetInformationJobObject                          ServiceID: 014A
[1088] [!] FunName: NtSetInformationKey                                ServiceID: 014B
[1088] [!] FunName: NtSetInformationObject                             ServiceID: 014C
[1088] [!] FunName: NtSetInformationProcess                            ServiceID: 014D
[1088] [!] FunName: NtSetInformationResourceManager                    ServiceID: 014E
[1088] [!] FunName: NtSetInformationThread                             ServiceID: 014F
[1088] [!] FunName: NtSetInformationToken                              ServiceID: 0150
[1088] [!] FunName: NtSetInformationTransaction                        ServiceID: 0151
[1088] [!] FunName: NtSetInformationTransactionManager                 ServiceID: 0152
[1088] [!] FunName: NtSetInformationWorkerFactory                      ServiceID: 0153
[1088] [!] FunName: NtSetIntervalProfile                               ServiceID: 0154
[1088] [!] FunName: NtSetIoCompletion                                  ServiceID: 0155
[1088] [!] FunName: NtSetIoCompletionEx                                ServiceID: 0156
[1088] [!] FunName: NtSetLdtEntries                                    ServiceID: 0157
[1088] [!] FunName: NtSetLowEventPair                                  ServiceID: 0158
[1088] [!] FunName: NtSetLowWaitHighEventPair                          ServiceID: 0159
[1088] [!] FunName: NtSetQuotaInformationFile                          ServiceID: 015A
[1088] [!] FunName: NtSetSecurityObject                                ServiceID: 015B
[1088] [!] FunName: NtSetSystemEnvironmentValue                        ServiceID: 015C
[1088] [!] FunName: NtSetSystemEnvironmentValueEx                      ServiceID: 015D
[1088] [!] FunName: NtSetSystemInformation                             ServiceID: 015E
[1088] [!] FunName: NtSetSystemPowerState                              ServiceID: 015F
[1088] [!] FunName: NtSetSystemTime                                    ServiceID: 0160
